id,name,artist,album,release_date,duration_ms,genres,popularity,explicit,description,Unnamed: 10,tagged_description
2gyHr9WqZeMtzJOpWGuGo6,"Reflections Laughing (feat. Travis Scott, Florence + The Machine)","The Weeknd, Travis Scott, Florence + The Machine",Hurry Up Tomorrow,2025-01-31,291192,"baroque pop, rap",77,True,"Epic alternative R&B blending grandiose production and layered vocals. Low danceability, cinematic depth. Lyrics on fractured identity. Feels like traversing surreal dreamscapes—haunting, opulent, thought-provoking.",,"2gyHr9WqZeMtzJOpWGuGo6 Epic alternative R&B blending grandiose production and layered vocals. Low danceability, cinematic depth. Lyrics on fractured identity. Feels like traversing surreal dreamscapes—haunting, opulent, thought-provoking."
1nlZahu4zHWgUjyXjVNjXv,Chalo Yeh Theek Hai,Mehdi Maloof,Chalo Yeh Theek Hai,2025-02-06,219285,"desi, hindi indie, indian indie",28,False,"Contemporary desi-pop with mellow beats and smooth vocals. Moderate danceability for light sways. Lyrics on acceptance. Feels like calm acceptance at sunset—gentle, reflective, warmly reassuring.",,"1nlZahu4zHWgUjyXjVNjXv Contemporary desi-pop with mellow beats and smooth vocals. Moderate danceability for light sways. Lyrics on acceptance. Feels like calm acceptance at sunset—gentle, reflective, warmly reassuring."
4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,The Stranger (Legacy Edition),1977,214240,soft rock,87,False,"Timeless soft-rock with piano-driven melody and sincere vocals. Low danceability, introspective lyrics on pacing life. Feels like early mornings on silent streets—thoughtful, comforting, quietly profound.",,"4U45aEWtQhrm8A5mxPaFZ7 Timeless soft-rock with piano-driven melody and sincere vocals. Low danceability, introspective lyrics on pacing life. Feels like early mornings on silent streets—thoughtful, comforting, quietly profound."
3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,The Dark Side of the Moon,1973-03-01,413947,"art rock, classic rock, progressive rock, psychedelic rock, rock",78,False,"Progressive rock epic with cascading clocks and powerful solos. Low danceability, complex structure. Lyrics on life’s fleeting nature. Feels like poetic meditation on mortality—expansive, mind-bending, deeply reflective.",,"3TO7bbrUKrOSPGRTB5MeCz Progressive rock epic with cascading clocks and powerful solos. Low danceability, complex structure. Lyrics on life’s fleeting nature. Feels like poetic meditation on mortality—expansive, mind-bending, deeply reflective."
4PP3qyBdHkEDfrP1ucHabB,Time - edit - 2023 Master,Pink Floyd,Time (edit - 2023 Master),2023-03-16,213266,"art rock, classic rock, progressive rock, psychedelic rock, rock",38,False,"Refined prog-rock classic with crisp production. Low danceability, reverent nostalgia. Themes of time slipping away. Feels like hearing a favorite memory in high definition—nostalgic, spacious, emotionally weighty.",,"4PP3qyBdHkEDfrP1ucHabB Refined prog-rock classic with crisp production. Low danceability, reverent nostalgia. Themes of time slipping away. Feels like hearing a favorite memory in high definition—nostalgic, spacious, emotionally weighty."
0SyDN2bmZtpM5Kr0y1DE6G,Ghosting,Mother Mother,O My Heart,2008-09-23,285986,,63,False,"Alt-rock with jagged rhythms and soaring vocals. Moderate danceability invites head-nods. Lyrics on disappearing acts. Feels like chasing shadows—catchy yet unnerving, a dance with emptiness.",,"0SyDN2bmZtpM5Kr0y1DE6G Alt-rock with jagged rhythms and soaring vocals. Moderate danceability invites head-nods. Lyrics on disappearing acts. Feels like chasing shadows—catchy yet unnerving, a dance with emptiness."
4Qm7r3ImER8S2Ori1gLMAf,Afsos,"Anuv Jain, AP Dhillon",Afsos,2025-01-31,191752,"bhangra, desi, desi hip hop, desi pop, hindi indie, hindi pop, indian indie, punjabi hip hop, punjabi pop",82,False,"Melancholic folk-pop with gentle guitar and heartfelt Urdu vocals. No danceability, raw vulnerability. Themes of regret and sorrow. Feels like old diary pages—heart-wrenching, introspective, quietly stirring.",,"4Qm7r3ImER8S2Ori1gLMAf Melancholic folk-pop with gentle guitar and heartfelt Urdu vocals. No danceability, raw vulnerability. Themes of regret and sorrow. Feels like old diary pages—heart-wrenching, introspective, quietly stirring."
7JXZq0JgG2zTrSOAgY8VMC,Jungle,Drake,If You're Reading This It's Too Late,2015-02-12,320400,rap,75,True,"Moody hip-hop with deep percussion and Drake’s introspective flow. Low danceability, heavy bass. Lyrics on complex relationships. Feels like solitary drives through dimly lit streets—brooding, intimate, contemplative.",,"7JXZq0JgG2zTrSOAgY8VMC Moody hip-hop with deep percussion and Drake’s introspective flow. Low danceability, heavy bass. Lyrics on complex relationships. Feels like solitary drives through dimly lit streets—brooding, intimate, contemplative."
0g3QYm2v55RrRLOJqID5Oo,soleil soleil,Pomme,les failles cachées,2020-02-13,157866,"chanson, french pop",33,False,"Dreamy French indie-pop with soft guitar and airy vocals. Low danceability, whimsical vibes. Themes of fleeting joy. Feels like drifting through sunlit meadows—gentle, nostalgic, serenely uplifting.",,"0g3QYm2v55RrRLOJqID5Oo Dreamy French indie-pop with soft guitar and airy vocals. Low danceability, whimsical vibes. Themes of fleeting joy. Feels like drifting through sunlit meadows—gentle, nostalgic, serenely uplifting."
39NDBdU5Xkm5pCFGa5kZtI,Ladders,Mac Miller,Swimming,2018-08-03,287040,,74,True,"Smooth jazz-tinged hip-hop with mellow keys and reflective rap. Moderate danceability invites head-nods. Lyrics on growth and struggle. Feels like late-night coffee conversations—warm, reflective, hope-tinged.",,"39NDBdU5Xkm5pCFGa5kZtI Smooth jazz-tinged hip-hop with mellow keys and reflective rap. Moderate danceability invites head-nods. Lyrics on growth and struggle. Feels like late-night coffee conversations—warm, reflective, hope-tinged."
54PbBpquVfhfrwRwvjSXbI,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",Nine Track Mind (Special Edition),2015-11-05,217706,"pop, soft pop",82,False,"Smooth pop duet with catchy guitar riff and harmonious vocals. Moderate danceability, light head-bops. Lyrics on post-breakup awkwardness. Feels like bittersweet text threads—relatable, breezy, poignantly nostalgic.",,"54PbBpquVfhfrwRwvjSXbI Smooth pop duet with catchy guitar riff and harmonious vocals. Moderate danceability, light head-bops. Lyrics on post-breakup awkwardness. Feels like bittersweet text threads—relatable, breezy, poignantly nostalgic."
21qg0IBZf8R12qHd9A3AA4,Salvatore,Lana Del Rey,Honeymoon,2015-09-18,281093,,81,False,"Cinematic baroque-pop with lush strings and sultry vocals. Low danceability, moody glamour. Themes of desire and escape. Feels like moonlit dance balls—romantic, smoky, decadently atmospheric.",,"21qg0IBZf8R12qHd9A3AA4 Cinematic baroque-pop with lush strings and sultry vocals. Low danceability, moody glamour. Themes of desire and escape. Feels like moonlit dance balls—romantic, smoky, decadently atmospheric."
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,blue,2024-08-02,214357,,92,False,"Minimal alt-R&B with soft ambience and introspective vocals. Very low danceability, introspective mood. Themes of solitude. Feels like meditative pauses in nighttime landscapes—quiet, pensive, deeply immersive.",,"3be9ACTxtcL6Zm4vJRUiPG Minimal alt-R&B with soft ambience and introspective vocals. Very low danceability, introspective mood. Themes of solitude. Feels like meditative pauses in nighttime landscapes—quiet, pensive, deeply immersive."
68RI4I6SKm57SxjG06OYvN,The Wisp Sings,Winter Aid,The Wisp Sings,2013-11-11,313252,,2,False,"Lo-fi folk with gentle strums and whispered vocals. No danceability, cozy ambiance. Themes of solace. Feels like warm blankets and hot tea—comforting, tranquil, soul-soothing.",,"68RI4I6SKm57SxjG06OYvN Lo-fi folk with gentle strums and whispered vocals. No danceability, cozy ambiance. Themes of solace. Feels like warm blankets and hot tea—comforting, tranquil, soul-soothing."
1d8i5NnfgZFK7mPwkKCWte,So Easy,Fazerdaze,Soft Power,2024-11-15,208654,"dream pop, shoegaze",13,False,"Dreamy indie-pop with jangly guitars and airy vocals. Moderate danceability for light sways. Lyrics on carefree romance. Feels like Sunday morning streets—breezy, optimistic, softly nostalgic.",,"1d8i5NnfgZFK7mPwkKCWte Dreamy indie-pop with jangly guitars and airy vocals. Moderate danceability for light sways. Lyrics on carefree romance. Feels like Sunday morning streets—breezy, optimistic, softly nostalgic."
6ZLgRqppNqXN8aPbCFwTFQ,Toronto,Snoh Aalegra,"- Ugh, those feels again",2019-08-16,177056,alternative r&b,47,False,"Smooth neo-soul with lush beats and velvety vocals. Low danceability, smooth groove. Themes of longing for home. Feels like late-night lounges—warm, soulful, heart-achingly beautiful.",,"6ZLgRqppNqXN8aPbCFwTFQ Smooth neo-soul with lush beats and velvety vocals. Low danceability, smooth groove. Themes of longing for home. Feels like late-night lounges—warm, soulful, heart-achingly beautiful."
1BLOVHYYlH4JUHQGcpt75R,Ode To The Mets,The Strokes,The New Abnormal,2020-04-10,351786,"alternative rock, garage rock, indie rock",72,True,"Melancholic indie-rock with crisp guitars and Julian Casablancas’ detached vocals. Low danceability, reflective tone. Themes of disappointment and hope. Feels like walking city bridges at dawn—poignant, stirring, contemplative.",,"1BLOVHYYlH4JUHQGcpt75R Melancholic indie-rock with crisp guitars and Julian Casablancas’ detached vocals. Low danceability, reflective tone. Themes of disappointment and hope. Feels like walking city bridges at dawn—poignant, stirring, contemplative."
3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,Dream Your Life Away (Special Edition),2014-09-08,204280,folk pop,20,False,"Uplifting folk-pop with catchy ukulele and earnest vocals. Moderate danceability elicits gentle sways. Lyrics quirky yet heartfelt. Feels like sun-dappled picnics—cheerful, endearing, instantly sing-alongable.",,"3JvrhDOgAt6p7K8mDyZwRd Uplifting folk-pop with catchy ukulele and earnest vocals. Moderate danceability elicits gentle sways. Lyrics quirky yet heartfelt. Feels like sun-dappled picnics—cheerful, endearing, instantly sing-alongable."
6IZF8hi9J6EtFDLQqOlSbu,The Flower Garden,Joe Hisaishi,Howl's Moving Castle Soundtrack,2004-11-19,178506,"anime, japanese classical",68,False,"Orchestral new-age piece with lush piano and string swells. No danceability, pure tranquility. Themes of nature’s wonder. Feels like strolling through blossoming gardens—serene, majestic, transportive.",,"6IZF8hi9J6EtFDLQqOlSbu Orchestral new-age piece with lush piano and string swells. No danceability, pure tranquility. Themes of nature’s wonder. Feels like strolling through blossoming gardens—serene, majestic, transportive."
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-06,186365,,85,True,"Bright pop with shimmering synths and crisp vocals. High danceability for light choreography. Lyrics impassioned pleas. Feels like encapsulating teenage urgency—bubbly, earnest, energetically sweet.",,"5N3hjp1WNayUPZrA8kJmJP Bright pop with shimmering synths and crisp vocals. High danceability for light choreography. Lyrics impassioned pleas. Feels like encapsulating teenage urgency—bubbly, earnest, energetically sweet."
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,Espresso,2024-04-12,175459,,90,True,"Upbeat electro-pop with driving beats and sass-filled vocals. Very high danceability, club-ready. Lyrics caffeinated flirtation. Feels like neon-lit cafés at midnight—vivacious, playful, electrifying.",,"2qSkIjg1o9h3YT9RAgYN75 Upbeat electro-pop with driving beats and sass-filled vocals. Very high danceability, club-ready. Lyrics caffeinated flirtation. Feels like neon-lit cafés at midnight—vivacious, playful, electrifying."
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",rosie,2024-12-06,169917,k-pop,90,False,"A vibrant blend of pop, punk, and R&B with nostalgic apartment-game chants. Energetic yet emotionally layered, it makes you want to dance with a bittersweet grin—equal parts playful and reflective, like a late-night jam session that turns into a therapy session.",,"4wJ5Qq0jBN4ajy7ouZIV1c A vibrant blend of pop, punk, and R&B with nostalgic apartment-game chants. Energetic yet emotionally layered, it makes you want to dance with a bittersweet grin—equal parts playful and reflective, like a late-night jam session that turns into a therapy session."
0U8xGuKNtRz2PWVGaLjJ8V,Zaalima,"Abdul Hannan, Hasan Raheem, Shahmeer Raza Khan",Zaalima,2024-01-15,182222,"desi, desi hip hop, desi pop, hindi indie, indian indie",58,False,"Smooth Urdu pop that blends melancholy with charm. Mellow, groovy, and romantic, it evokes longing without losing its chill vibe. You’ll find yourself swaying more than dancing—perfect for late-night drives and soft heartbreaks.",,"0U8xGuKNtRz2PWVGaLjJ8V Smooth Urdu pop that blends melancholy with charm. Mellow, groovy, and romantic, it evokes longing without losing its chill vibe. You’ll find yourself swaying more than dancing—perfect for late-night drives and soft heartbreaks."
5Y6nVaayzitvsD5F7nr3DV,West Coast,Lana Del Rey,Ultraviolence (Deluxe),2014-01-01,256760,,85,False,"Dreamy, cinematic alt-pop that drifts between melancholy and desire. Feels like a sunset drive down a coastal highway—moody, sultry, and entrancing. Makes you want to close your eyes and sway.",,"5Y6nVaayzitvsD5F7nr3DV Dreamy, cinematic alt-pop that drifts between melancholy and desire. Feels like a sunset drive down a coastal highway—moody, sultry, and entrancing. Makes you want to close your eyes and sway."
2u2SF41fa7YPOTFpnjdHP8,Baad Ki Baatein,Maanu,Baad Ki Baatein,2019-01-11,209950,"desi, hindi indie, indian indie",28,False,"Chill hip-hop with introspective vibes. Lyrics dwell on heartbreak and overthinking. Smooth, mellow production. Makes you nod, not dance. Best for night walks or when you're feeling reflective.",,"2u2SF41fa7YPOTFpnjdHP8 Chill hip-hop with introspective vibes. Lyrics dwell on heartbreak and overthinking. Smooth, mellow production. Makes you nod, not dance. Best for night walks or when you're feeling reflective."
